,0,1,2,3,4,5,6,7,8
0,1,18.29,+1.3,Jonathan Edwards,GBR,10.05.66,1,Göteborg,07.08.1995
1,2,18.21,+0.2,Christian Taylor,USA,18.06.90,1,Beijing,27.08.2015
2,3,18.14,+0.4,Will Claye,USA,13.06.91,1,Long Beach,29.06.2019
3,4,18.11,+0.8,Christian Taylor,USA,18.06.90,1,Eugene,27.05.2017
4,5,18.09,-0.4,Kenny Harrison,USA,13.02.65,1,Atlanta,27.07.1996
5,6,18.08,±0.0,Pedro Pablo Pichardo,CUB,30.06.93,1,La Habana,28.05.2015
6,7,18.06,+0.8,Pedro Pablo Pichardo,CUB,30.06.93,1,Ad-Dawhah,15.05.2015
7,7,18.06,+1.1,Christian Taylor,USA,18.06.90,1,Lausanne,09.07.2015
8,7,18.06,+0.4,Will Claye,USA,13.06.91,1,Paris,24.08.2019
9,10,18.04,+0.3,Teddy Tamgho,FRA,15.06.89,1,Moskva,18.08.2013
10,10,18.04,+0.8,Christian Taylor,USA,18.06.90,2,Ad-Dawhah,15.05.2015
11,12,18.01,+0.4,Jonathan Edwards,GBR,10.05.66,1,Oslo,09.07.1998
12,13,18.00,+1.3,Jonathan Edwards,GBR,10.05.66,1,London,27.08.1995
13,14,17.99,+0.5,Jonathan Edwards,GBR,10.05.66,1,Budapest,23.08.1998
14,14,17.99,+1.8,Pedro Pablo Pichardo,CUB,30.06.93,2,Lausanne,09.07.2015
15,16,17.98,+1.8,Jonathan Edwards,GBR,10.05.66,1,Salamanca,18.07.1995
16,16,17.98,+1.2,Teddy Tamgho,FRA,15.06.89,1,New York City,12.06.2010
17,16,17.98,±0.0,Pedro Pablo Pichardo,POR,30.06.93,1,Tokyo,05.08.2021
18,19,17.97,+1.5,Willie Banks,USA,11.03.56,1,Indianapolis,16.06.1985
19,20,17.96,+0.1,Christian Taylor,USA,18.06.90,1,Daegu,04.09.2011
20,20,17.96,-0.4,Pedro Pablo Pichardo,CUB,30.06.93,1,Roma,04.06.2015
21,22,17.95,+0.6,Pedro Pablo Pichardo,POR,30.06.93,1,Ad-Dawhah,04.05.2018
22,22,17.95,+0.3,Pedro Pablo Pichardo,POR,30.06.93,1,Eugene,23.07.2022
23,24,17.94,±0.0,Pedro Pablo Pichardo,CUB,30.06.93,1,La Habana,09.05.2015
24,25,17.93,+1.6,Kenny Harrison,USA,13.02.65,1,Stockholm,02.07.1990
25,26,17.92,+1.6,Khristo Markov,BUL,27.01.65,1,Roma,31.08.1987
26,26,17.92,+1.9,James Beckford,JAM,09.01.75,1,Odessa,20.05.1995
27,26,17.92,+0.7,Jonathan Edwards,GBR,10.05.66,1,Edmonton,06.08.2001
28,26,17.92,+0.9,Christian Taylor,USA,18.06.90,1,Ad-Dawhah,29.09.2019
29,26,17.92,+0.4,Pedro Pablo Pichardo,POR,30.06.93,1,Székesfehérvár,06.07.2021
30,31,17.91,+1.4,Teddy Tamgho,FRA,15.06.89,1,Lausanne,30.06.2011
31,31,17.91,+0.9,Will Claye,USA,13.06.91,1,Sacramento,23.06.2017
32,33,17.90,+1.0,Vladimir Inozemtsev,UKR,25.05.64,1,Bratislava,20.06.1990
33,33,17.90,+0.4,Jadel Gregório,BRA,16.09.80,1,Belém,20.05.2007
34,35,17.89A,±0.0,João Carlos de Oliveira,BRA,28.05.54,1,Ciudad de México,15.10.1975
35,36,17.88,+0.9,Jonathan Edwards,GBR,10.05.66,2,Atlanta,27.07.1996
36,37,17.87A,+1.7,Mike Conley,USA,05.10.62,1,San José,27.06.1987
37,37,17.87,+1.2,Jordan Alejandr Díaz,CUB,23.02.01,*,Nerja,26.06.2022
38,37,17.87,+1.3,Jaydon Hibbert,JAM,17.01.05,1,Baton Rouge,13.05.2023
39,40,17.86,+1.3,Charles Simpkins,USA,19.10.63,1,Kobe,02.09.1985
40,40,17.86,+0.3,Mike Conley,USA,05.10.62,1,Stuttgart,16.08.1993
41,40,17.86,+0.7,Jonathan Edwards,GBR,10.05.66,1,Manchester,28.07.2002
42,40,17.86,+0.7,Christian Taylor,USA,18.06.90,1,Rio de Janeiro,16.08.2016
43,44,17.85,+0.9,Yoelbi Quesada,CUB,04.08.73,1,Athínai,08.08.1997
44,45,17.84,+0.7,Mike Conley,USA,05.10.62,1,Bad Cannstatt,04.07.1993
45,46,17.82,+1.6,Jonathan Edwards,GBR,10.05.66,1,Helsinki,25.06.1996
46,46,17.82*,+1.7,Will Claye,USA,13.06.91,,Eugene,27.05.2017
47,46,17.82,+0.2,Christian Taylor,USA,18.06.90,1,Monaco,12.07.2019
48,46,17.82,+0.2,Christian Taylor,USA,18.06.90,2,Paris,24.08.2019
49,46,17.82,+0.2,Hugues Fabrice Zango,BUR,25.06.93,2,Székesfehérvár,06.07.2021
50,51,17.81,+2.0,Khristo Markov,BUL,27.01.65,1,Sofia,31.05.1987
51,51,17.81,+1.0,Marian Oprea,ROU,06.06.82,1,Lausanne,05.07.2005
52,51,17.81,+0.1,Phillips Idowu,GBR,30.12.78,1,Barcelona,29.07.2010
53,51,17.81,+0.6,Christian Taylor,USA,18.06.90,1,London,09.08.2012
54,51,17.81,+0.6,Christian Taylor,USA,18.06.90,2,Ad-Dawhah,04.05.2018
55,51,17.81,+1.5,Hugues Fabrice Zango,BUR,25.06.93,2,Ad-Dawhah,05.05.2023
56,57,17.80,+0.6,Khristo Markov,BUL,27.01.65,1,Budapest,11.08.1986
57,57,17.80,+0.1,Christian Taylor,USA,18.06.90,1,Zürich,01.09.2016
58,59,17.79,-0.8,Kenny Harrison,USA,13.02.65,1,Berlin,04.07.1990
59,59,17.79,-0.7,Jonathan Edwards,GBR,10.05.66,1,Zürich,14.08.1996
60,59,17.79,+1.4,Christian Olsson,SWE,25.01.80,1,Athínai,22.08.2004
61,62,17.78,+1.0,Nikolay Musiyenko,UKR,16.12.59,1,Leningrad,07.06.1986
62,62,17.78,+0.6,Lázaro Betancourt,CUB,18.03.63,1,La Habana,15.06.1986
63,62,17.78,-0.8,Kenny Harrison,USA,13.02.65,1,Tokyo,26.08.1991
64,62,17.78,+0.7,Jonathan Edwards,GBR,10.05.66,1,Stockholm,16.07.2002
65,62,17.78,+0.8,Melvin Lister,USA,29.08.77,1,Sacramento,17.07.2004
66,62,17.78,+0.6,Christian Taylor,USA,18.06.90,1,London,22.07.2016
67,68,17.77,+1.9,Khristo Markov,BUL,27.01.65,1,Budapest,11.08.1985
68,68,17.77,+1.0,Aleksandr Kovalenko,RUS,08.05.63,1,Bryansk,18.07.1987
69,68,17.77,+1.4,Khristo Markov,BUL,27.01.65,1,Sofia,03.09.1988
70,68,17.77,+1.6,Christian Olsson,SWE,25.01.80,1,Haniá,09.06.2003
71,68,17.77,±0.0,Phillips Idowu,GBR,30.12.78,2,Daegu,04.09.2011
72,73,17.76,-0.2,Pedro Pablo Pichardo,CUB,30.06.93,1,La Habana,07.02.2014
73,73,17.76,+0.8,Christian Taylor,USA,18.06.90,1,Eugene,28.05.2016
74,73,17.76,+0.4,Will Claye,USA,13.06.91,2,Rio de Janeiro,16.08.2016
75,73,17.76,+1.0,Jordan Alejandr Díaz,CUB,23.02.01,1,La Nucia,12.06.2022
76,77,17.75,+0.3,Oleg Protsenko,RUS,11.08.63,1,Moskva,10.06.1990
77,77,17.75,+1.0,Leonid Voloshin,RUS,30.03.66,2,Tokyo,26.08.1991
78,77,17.75,+0.1,Yoelbi Quesada,CUB,04.08.73,1,Granada,29.05.1996
79,77,17.75,-0.2,Jonathan Edwards,GBR,10.05.66,1,Zürich,12.08.1998
80,77,17.75,"+1,1",Jonathan Edwards,GBR,10.05.66,1,Saint-Denis,05.07.2002
81,77,17.75,+0.8,Will Claye,USA,13.06.91,1,Sacramento,27.06.2014
82,77,17.75,-0.8,Christian Taylor,USA,18.06.90,1,Monaco,17.07.2015
