,0,1,2,3,4,5,6,7,8
0,1,3:26.00,Hicham El Guerrouj,,MAR,14.09.74,1,Roma,14.07.1998
1,2,3:26.12,Hicham El Guerrouj,,MAR,14.09.74,1,Bruxelles,24.08.2001
2,3,3:26.34,Bernard Lagat,,KEN,12.12.74,2,Bruxelles,24.08.2001
3,4,3:26.45,Hicham El Guerrouj,,MAR,14.09.74,1rA,Zürich,12.08.1998
4,5,3:26.69,Asbel Kiprop,,KEN,30.06.89,1,Monaco,17.07.2015
5,6,3:26.89,Hicham El Guerrouj,,MAR,14.09.74,1rA,Zürich,16.08.2002
6,7,3:26.96,Hicham El Guerrouj,,MAR,14.09.74,1,Rieti,08.09.2002
7,8,3:27.21,Hicham El Guerrouj,,MAR,14.09.74,1rA,Zürich,11.08.2000
8,9,3:27.34,Hicham El Guerrouj,,MAR,14.09.74,1,Monaco,19.07.2002
9,10,3:27.37,Noureddine Morceli,,ALG,28.02.70,1,Nice,12.07.1995
10,11,3:27.40,Bernard Lagat,,KEN,12.12.74,1,Zürich,06.08.2004
11,12,3:27.52,Noureddine Morceli,,ALG,28.02.70,1,Monaco,25.07.1995
12,13,3:27.64,Hicham El Guerrouj,,MAR,14.09.74,2,Zürich,06.08.2004
13,13,3:27.64,Silas Kiplagat,,KEN,20.08.89,1,Monaco,18.07.2014
14,15,3:27.65,Hicham El Guerrouj,,MAR,14.09.74,1,Sevilla,24.08.1999
15,16,3:27.72,Asbel Kiprop,,KEN,30.06.89,1,Monaco,19.07.2013
16,17,3:27.91,Bernard Lagat,,KEN,12.12.74,2,Monaco,19.07.2002
17,19,3:28.12,Noah Ngeny,,KEN,02.11.78,2rA,Zürich,11.08.2000
18,20,3:28.21+,Hicham El Guerrouj,,MAR,14.09.74,1,Roma,07.07.1999
19,21,3:28.28,Timothy Cheruiyot,,KEN,20.11.95,1,Monaco,09.07.2021
20,22,3:28.32,Jakob Ingebrigtsen,,NOR,19.09.00,1,Tokyo,07.08.2021
21,23,3:28.37,Noureddine Morceli,,ALG,28.02.70,1,Monaco,09.09.1995
22,23,3:28.37,Hicham El Guerrouj,,MAR,14.09.74,1,Monaco,08.08.1998
23,25,3:28.38,Hicham El Guerrouj,,MAR,14.09.74,1,Saint-Denis,06.07.2001
24,26,3:28.40,Hicham El Guerrouj,,MAR,14.09.74,1,Bruxelles,05.09.2003
25,27,3:28.41,Timothy Cheruiyot,,KEN,20.11.95,1,Monaco,20.07.2018
26,28,3:28.45,Asbel Kiprop,,KEN,30.06.89,2,Monaco,18.07.2014
27,28,3:28.45,Timothy Cheruiyot,,KEN,20.11.95,1,Monaco,14.08.2020
28,30,3:28.51,Bernard Lagat,,KEN,12.12.74,3rA,Zürich,11.08.2000
29,31,3:28.57,Hicham El Guerrouj,,MAR,14.09.74,1rA,Zürich,11.08.1999
30,32,3:28.6+,Noah Ngeny,,KEN,02.11.78,2,Roma,07.07.1999
31,33,3:28.68,Jakob Ingebrigtsen,,NOR,19.09.00,2,Monaco,14.08.2020
32,34,3:28.73,Noah Ngeny,,KEN,02.11.78,2,Sevilla,24.08.1999
33,35,3:28.75,Taoufik Makhloufi,,ALG,29.04.88,2,Monaco,17.07.2015
34,36,3:28.76,Mohamed Katir,,ESP,17.02.98,2,Monaco,09.07.2021
35,37,3:28.77,Timothy Cheruiyot,,KEN,20.11.95,1,Lausanne,05.07.2019
36,38,3:28.79,Abdelati Iguider,,MAR,25.03.87,3,Monaco,17.07.2015
37,39,3:28.80,Elijah Manangoi,,KEN,05.01.93,1,Monaco,21.07.2017
38,40,3:28.81,Mohamed Farah,,GBR,23.03.83,2,Monaco,19.07.2013
39,40,3:28.81,Ronald Kwemoi,,KEN,18.09.95,3,Monaco,18.07.2014
40,42,3:28.84,Noah Ngeny,,KEN,02.11.78,1,Paris,21.07.1999
41,43,3:28.86,Noureddine Morceli,,ALG,28.02.70,1,Rieti,06.09.1992
