,0,1,2,3,4,5,6
0,1,73.32,Gabriele Reinsch,GER,23.09.63,Berlin,13.09.1988
1,2,73.28,Diana Gansky,GDR,14.12.63,Neubrandenburg,11.06.1987
2,2,73.28,Diana Gansky,GDR,14.12.63,Praha,27.06.1987
3,4,73.22,Daniela Costian,ROU,30.04.65,Bucuresti,24.04.1988
4,5,73.16,Ilke Wyludda,GER,28.03.69,Berlin,13.09.1988
5,6,73.1,Gabriele Reinsch,GER,23.09.63,Neubrandenburg,09.07.1988
6,7,73.06,Diana Gansky,GDR,14.12.63,Praha,27.06.1987
7,8,72.92,Martina Hellmann,GER,12.12.60,Potsdam,20.08.1987
8,9,72.86,Galina Savinkova,RUS,15.07.53,Erfurt,23.06.1985
9,10,72.74,Ilke Wyludda,GER,28.03.69,Berlin,13.09.1988
10,11,72.7,Galina Savinkova,RUS,15.07.53,Donetsk,08.09.1984
11,12,72.68,Galina Savinkova,RUS,15.07.53,Donetsk,08.09.1984
12,13,72.54,Zdenka Silhavá,CZE,15.06.54,Nitra,26.08.1984
13,14,72.52,Galina Savinkova,RUS,15.07.53,Erfurt,23.06.1985
14,14,72.52,Ilke Wyludda,GER,28.03.69,Neubrandenburg,23.07.1989
15,16,72.5,Diana Gansky,GDR,14.12.63,Rostock,25.06.1988
16,17,72.42,Diana Gansky,GDR,14.12.63,Potsdam,06.06.1987
17,18,72.34,Ilke Wyludda,GER,28.03.69,Neubrandenburg,23.07.1989
18,19,72.32,Diana Gansky,GDR,14.12.63,Rostock,25.06.1988
19,20,72.28,Daniela Costian,ROU,30.04.65,Bucuresti,14.05.1988
20,21,72.24,Diana Gansky,GDR,14.12.63,Karl-Marx-Stadt,20.06.1987
21,22,72.22,Diana Gansky,GDR,14.12.63,Neubrandenburg,11.06.1987
22,23,72.2,Diana Gansky,GDR,14.12.63,Potsdam,06.06.1987
23,24,72.16,Martina Hellmann,GER,12.12.60,Potsdam,20.08.1987
24,25,72.14,Diana Gansky,GDR,14.12.63,Potsdam,22.05.1986
