,0,1,2,3,4,5,6
0,1,81.77,Anita Wlodarczyk,POL,08.08.85,Warszawa,28.08.2016
1,2,81.74,Anita Wlodarczyk,POL,08.08.85,Rio de Janeiro,15.08.2016
2,3,81.63,Anita Wlodarczyk,POL,08.08.85,Cetniewo,29.07.2017
3,4,81.27,Anita Wlodarczyk,POL,08.08.85,Warszawa,28.08.2016
4,5,80.73,Anita Wlodarczyk,POL,08.08.85,Cetniewo,29.07.2017
5,6,80.69,Anita Wlodarczyk,POL,08.08.85,Cetniewo,29.07.2017
6,7,80.42,Anita Wlodarczyk,POL,08.08.85,Cetniewo,29.07.2017
7,8,80.4,Anita Wlodarczyk,POL,08.08.85,Rio de Janeiro,15.08.2016
8,9,80.31,Anita Wlodarczyk,POL,08.08.85,Warszawa,28.08.2016
9,10,80.27,Anita Wlodarczyk,POL,08.08.85,Beijing,27.08.2015
10,11,79.98,DeAnna Price,USA,08.06.93,Eugene,26.06.2021
11,12,79.72,Brooke Andersen,USA,23.08.95,Charlottesville,20.04.2023
12,13,79.68,Anita Wlodarczyk,POL,08.08.85,Warszawa,28.08.2016
13,13,79.68,Anita Wlodarczyk,POL,08.08.85,Ostrava,27.06.2017
14,15,79.67,Anita Wlodarczyk,POL,08.08.85,Cetniewo,12.07.2016
15,16,79.62,Anita Wlodarczyk,POL,08.08.85,Cetniewo,12.07.2016
16,17,79.6,Anita Wlodarczyk,POL,08.08.85,Rio de Janeiro,15.08.2016
17,18,79.58,Anita Wlodarczyk,POL,08.08.85,Cetniewo,12.07.2016
18,19,79.39,Anita Wlodarczyk,POL,08.08.85,Cetniewo,12.07.2016
19,20,79.31,Anita Wlodarczyk,POL,08.08.85,Beijing,27.08.2015
20,21,79.27,Anita Wlodarczyk,POL,08.08.85,Ostrava,27.06.2017
21,22,79.23,Anita Wlodarczyk,POL,08.08.85,Warszawa,15.08.2017
22,23,79.07,Anita Wlodarczyk,POL,08.08.85,Cetniewo,01.08.2015
23,23,79.07,Anita Wlodarczyk,POL,08.08.85,Ostrava,27.06.2017
24,25,79.06,Anita Wlodarczyk,POL,08.08.85,Ad-Dawhah,06.05.2017
25,26,79.04,Anita Wlodarczyk,POL,08.08.85,Berlin,31.08.2014
26,26,79.04,Anita Wlodarczyk,POL,08.08.85,Halle,21.05.2016
27,28,78.9,Anita Wlodarczyk,POL,08.08.85,Halle,21.05.2016
28,28,78.9,Brooke Andersen,USA,23.08.95,Charlottesville,20.04.2023
29,30,78.8,Anita Wlodarczyk,POL,08.08.85,Halle,21.05.2016
30,31,78.64,Anita Wlodarczyk,POL,08.08.85,Berlin,31.08.2014
31,32,78.63,Anita Wlodarczyk,POL,08.08.85,Bialystok,23.07.2017
32,33,78.59,Anita Wlodarczyk,POL,08.08.85,Bialystok,23.07.2017
33,34,78.55,Anita Wlodarczyk,POL,08.08.85,Berlin,12.08.2018
34,35,78.53,Anita Wlodarczyk,POL,08.08.85,Cetniewo,01.08.2015
35,36,78.52,Anita Wlodarczyk,POL,08.08.85,Beijing,27.08.2015
36,36,78.52,Anita Wlodarczyk,POL,08.08.85,Bialystok,23.07.2017
37,38,78.51,DeAnna Price,USA,08.06.93,Eugene,26.06.2021
38,39,78.46,Anita Wlodarczyk,POL,08.08.85,Berlin,31.08.2014
39,40,78.39,Brooke Andersen,USA,23.08.95,Charlottesville,20.04.2023
40,41,78.35,Anita Wlodarczyk,POL,08.08.85,Bialystok,23.07.2017
41,42,78.29,Anita Wlodarczyk,POL,08.08.85,Forbach,29.05.2016
42,43,78.27,Anita Wlodarczyk,POL,08.08.85,Forbach,29.05.2016
43,44,78.17,Annette Echikunwoke,NGR,29.07.96,Tucson,21.05.2022
44,45,78.16,DeAnna Price,USA,08.06.93,Eugene,26.06.2021
45,46,78.12,Anita Wlodarczyk,POL,08.08.85,Amsterdam,08.07.2016
46,47,78.1,Anita Wlodarczyk,POL,08.08.85,Forbach,29.05.2016
47,48,77.99,Anita Wlodarczyk,POL,08.08.85,Warszawa,15.08.2017
48,49,77.98,Brooke Andersen,USA,23.08.95,Tucson,30.04.2022
49,50,77.94,Anita Wlodarczyk,POL,08.08.85,Berlin,31.08.2014
50,51,77.91,Brooke Andersen,USA,23.08.95,Eugene,23.06.2022
51,52,77.84,Anita Wlodarczyk,POL,08.08.85,Cetniewo,26.07.2014
52,53,77.83,Anita Wlodarczyk,POL,08.08.85,Cetniewo,01.08.2015
53,54,77.82,Anita Wlodarczyk,POL,08.08.85,Berlin,12.08.2018
54,54,77.82,DeAnna Price,USA,08.06.93,Eugene,26.06.2021
55,56,77.79,Anita Wlodarczyk,POL,08.08.85,Moskva,16.08.2013
56,56,77.79,Brooke Andersen,USA,23.08.95,Eugene,24.04.2021
57,58,77.67,Anita Wlodarczyk,POL,08.08.85,Bydgoszcz,06.06.2010
58,58,77.67,Anita Wlodarczyk,POL,08.08.85,Székesfehérvár,03.07.2017
59,60,77.65,Anita Wlodarczyk,POL,08.08.85,Warszawa,13.09.2015
60,60,77.65,Anita Wlodarczyk,POL,08.08.85,Amsterdam,08.07.2016
61,62,77.61,Brooke Andersen,USA,23.08.95,Wichita,10.04.2021
62,63,77.56,Anita Wlodarczyk,POL,08.08.85,Szczecin,18.06.2016
